replicate,task,model
238,meld,gemma-2-9b-it
238,bbh,Llama-3.1-8B-UltraMedical
238,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
238,finqa,Fin-R1
238,math500,DeepSeek-R1-0528-Qwen3-8B
238,korbench,Qwen3-8B
239,mmlupro,Llama-3.1-8B-Instruct
239,medqa,Llama-3.1-8B-UltraMedical
239,bbh,DeepSeek-R1-0528-Qwen3-8B
239,korbench,Qwen2.5-Coder-7B-Instruct
239,meld,gemma-2-9b-it
239,livecodebench,Qwen3-8B
239,math500,NVIDIA-Nemotron-Nano-9B-v2
239,finqa,Fin-R1
240,mmlupro,Llama-3.1-8B-Instruct
240,bbh,NVIDIA-Nemotron-Nano-9B-v2
240,medqa,Llama-3.1-8B-UltraMedical
240,korbench,Qwen2.5-Coder-7B-Instruct
240,meld,gemma-2-9b-it
240,livecodebench,Qwen3-8B
240,finqa,Fin-R1
240,math500,DeepSeek-R1-0528-Qwen3-8B
241,medqa,Llama-3.1-8B-Instruct
241,bbh,DeepSeek-R1-0528-Qwen3-8B
241,korbench,Qwen2.5-Coder-7B-Instruct
241,meld,gemma-2-9b-it
241,livecodebench,Qwen3-8B
241,math500,NVIDIA-Nemotron-Nano-9B-v2
241,finqa,Fin-R1
241,mmlupro,Llama-3.1-8B-UltraMedical
242,meld,Qwen2.5-Coder-7B-Instruct
242,medqa,Llama-3.1-8B-Instruct
242,mmlupro,gemma-2-9b-it
242,korbench,Llama-3.1-8B-UltraMedical
242,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
242,finqa,Fin-R1
242,math500,DeepSeek-R1-0528-Qwen3-8B
242,bbh,Qwen3-8B
243,medqa,Llama-3.1-8B-Instruct
243,bbh,DeepSeek-R1-0528-Qwen3-8B
243,korbench,Qwen2.5-Coder-7B-Instruct
243,meld,gemma-2-9b-it
243,livecodebench,Qwen3-8B
243,math500,NVIDIA-Nemotron-Nano-9B-v2
243,finqa,Fin-R1
243,mmlupro,Llama-3.1-8B-UltraMedical
244,meld,Qwen2.5-Coder-7B-Instruct
244,medqa,Llama-3.1-8B-UltraMedical
244,mmlupro,gemma-2-9b-it
244,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
244,bbh,Llama-3.1-8B-Instruct
244,finqa,Fin-R1
244,math500,DeepSeek-R1-0528-Qwen3-8B
244,korbench,Qwen3-8B
245,meld,Qwen2.5-Coder-7B-Instruct
245,bbh,NVIDIA-Nemotron-Nano-9B-v2
245,medqa,Llama-3.1-8B-UltraMedical
245,mmlupro,gemma-2-9b-it
245,korbench,Llama-3.1-8B-Instruct
245,livecodebench,Qwen3-8B
245,finqa,Fin-R1
245,math500,DeepSeek-R1-0528-Qwen3-8B
246,mmlupro,Llama-3.1-8B-Instruct
246,bbh,NVIDIA-Nemotron-Nano-9B-v2
246,medqa,Llama-3.1-8B-UltraMedical
246,korbench,Qwen2.5-Coder-7B-Instruct
246,meld,gemma-2-9b-it
246,livecodebench,Qwen3-8B
246,finqa,Fin-R1
246,math500,DeepSeek-R1-0528-Qwen3-8B
247,medqa,Llama-3.1-8B-Instruct
247,bbh,DeepSeek-R1-0528-Qwen3-8B
247,math500,Qwen3-8B
247,korbench,Qwen2.5-Coder-7B-Instruct
247,meld,gemma-2-9b-it
247,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
247,finqa,Fin-R1
247,mmlupro,Llama-3.1-8B-UltraMedical
248,mmlupro,Llama-3.1-8B-Instruct
248,medqa,Llama-3.1-8B-UltraMedical
248,bbh,DeepSeek-R1-0528-Qwen3-8B
248,math500,Qwen3-8B
248,korbench,Qwen2.5-Coder-7B-Instruct
248,meld,gemma-2-9b-it
248,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
248,finqa,Fin-R1
249,mmlupro,Llama-3.1-8B-Instruct
249,medqa,Llama-3.1-8B-UltraMedical
249,bbh,DeepSeek-R1-0528-Qwen3-8B
249,korbench,Qwen2.5-Coder-7B-Instruct
249,meld,gemma-2-9b-it
249,livecodebench,Qwen3-8B
249,math500,NVIDIA-Nemotron-Nano-9B-v2
249,finqa,Fin-R1
250,mmlupro,Llama-3.1-8B-Instruct
250,bbh,NVIDIA-Nemotron-Nano-9B-v2
250,medqa,Llama-3.1-8B-UltraMedical
250,korbench,Qwen2.5-Coder-7B-Instruct
250,meld,gemma-2-9b-it
250,livecodebench,Qwen3-8B
250,finqa,Fin-R1
250,math500,DeepSeek-R1-0528-Qwen3-8B
251,mmlupro,Llama-3.1-8B-Instruct
251,medqa,Llama-3.1-8B-UltraMedical
251,bbh,DeepSeek-R1-0528-Qwen3-8B
251,korbench,Qwen2.5-Coder-7B-Instruct
251,meld,gemma-2-9b-it
251,livecodebench,Qwen3-8B
251,math500,NVIDIA-Nemotron-Nano-9B-v2
251,finqa,Fin-R1
252,mmlupro,Llama-3.1-8B-Instruct
252,medqa,Llama-3.1-8B-UltraMedical
252,bbh,DeepSeek-R1-0528-Qwen3-8B
252,korbench,Qwen2.5-Coder-7B-Instruct
252,meld,gemma-2-9b-it
252,livecodebench,Qwen3-8B
252,math500,NVIDIA-Nemotron-Nano-9B-v2
252,finqa,Fin-R1
253,meld,Qwen2.5-Coder-7B-Instruct
253,medqa,Llama-3.1-8B-Instruct
253,bbh,DeepSeek-R1-0528-Qwen3-8B
253,livecodebench,Qwen3-8B
253,math500,NVIDIA-Nemotron-Nano-9B-v2
253,finqa,Fin-R1
253,korbench,gemma-2-9b-it
253,mmlupro,Llama-3.1-8B-UltraMedical
254,mmlupro,Llama-3.1-8B-Instruct
254,medqa,Llama-3.1-8B-UltraMedical
254,bbh,DeepSeek-R1-0528-Qwen3-8B
254,korbench,Qwen2.5-Coder-7B-Instruct
254,meld,gemma-2-9b-it
254,livecodebench,Qwen3-8B
254,math500,NVIDIA-Nemotron-Nano-9B-v2
254,finqa,Fin-R1
255,mmlupro,Llama-3.1-8B-Instruct
255,bbh,NVIDIA-Nemotron-Nano-9B-v2
255,medqa,Llama-3.1-8B-UltraMedical
255,korbench,Qwen2.5-Coder-7B-Instruct
255,meld,gemma-2-9b-it
255,livecodebench,Qwen3-8B
255,finqa,Fin-R1
255,math500,DeepSeek-R1-0528-Qwen3-8B
256,meld,Qwen2.5-Coder-7B-Instruct
256,medqa,Llama-3.1-8B-UltraMedical
256,mmlupro,gemma-2-9b-it
256,bbh,DeepSeek-R1-0528-Qwen3-8B
256,korbench,Llama-3.1-8B-Instruct
256,livecodebench,Qwen3-8B
256,math500,NVIDIA-Nemotron-Nano-9B-v2
256,finqa,Fin-R1
257,meld,Qwen2.5-Coder-7B-Instruct
257,medqa,Llama-3.1-8B-Instruct
257,mmlupro,gemma-2-9b-it
257,bbh,DeepSeek-R1-0528-Qwen3-8B
257,math500,Qwen3-8B
257,korbench,Llama-3.1-8B-UltraMedical
257,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
257,finqa,Fin-R1
258,meld,Qwen2.5-Coder-7B-Instruct
258,medqa,Llama-3.1-8B-UltraMedical
258,mmlupro,gemma-2-9b-it
258,korbench,Llama-3.1-8B-Instruct
258,math500,NVIDIA-Nemotron-Nano-9B-v2
258,finqa,Fin-R1
258,livecodebench,DeepSeek-R1-0528-Qwen3-8B
258,bbh,Qwen3-8B
259,mmlupro,Llama-3.1-8B-Instruct
259,meld,Qwen2.5-Coder-7B-Instruct
259,medqa,Llama-3.1-8B-UltraMedical
259,bbh,DeepSeek-R1-0528-Qwen3-8B
259,math500,Qwen3-8B
259,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
259,finqa,Fin-R1
259,korbench,gemma-2-9b-it
260,bbh,NVIDIA-Nemotron-Nano-9B-v2
260,medqa,Llama-3.1-8B-Instruct
260,korbench,Qwen2.5-Coder-7B-Instruct
260,meld,gemma-2-9b-it
260,livecodebench,Qwen3-8B
260,finqa,Fin-R1
260,mmlupro,Llama-3.1-8B-UltraMedical
260,math500,DeepSeek-R1-0528-Qwen3-8B
261,mmlupro,Llama-3.1-8B-Instruct
261,bbh,NVIDIA-Nemotron-Nano-9B-v2
261,medqa,Llama-3.1-8B-UltraMedical
261,korbench,Qwen2.5-Coder-7B-Instruct
261,meld,gemma-2-9b-it
261,livecodebench,Qwen3-8B
261,finqa,Fin-R1
261,math500,DeepSeek-R1-0528-Qwen3-8B
262,mmlupro,Llama-3.1-8B-Instruct
262,medqa,Llama-3.1-8B-UltraMedical
262,bbh,DeepSeek-R1-0528-Qwen3-8B
262,korbench,Qwen2.5-Coder-7B-Instruct
262,meld,gemma-2-9b-it
262,livecodebench,Qwen3-8B
262,math500,NVIDIA-Nemotron-Nano-9B-v2
262,finqa,Fin-R1
263,mmlupro,Llama-3.1-8B-Instruct
263,medqa,Llama-3.1-8B-UltraMedical
263,bbh,DeepSeek-R1-0528-Qwen3-8B
263,korbench,Qwen2.5-Coder-7B-Instruct
263,meld,gemma-2-9b-it
263,livecodebench,Qwen3-8B
263,math500,NVIDIA-Nemotron-Nano-9B-v2
263,finqa,Fin-R1
264,meld,Qwen2.5-Coder-7B-Instruct
264,medqa,Llama-3.1-8B-UltraMedical
264,mmlupro,gemma-2-9b-it
264,bbh,DeepSeek-R1-0528-Qwen3-8B
264,korbench,Llama-3.1-8B-Instruct
264,livecodebench,Qwen3-8B
264,math500,NVIDIA-Nemotron-Nano-9B-v2
264,finqa,Fin-R1
265,meld,Qwen2.5-Coder-7B-Instruct
265,medqa,Llama-3.1-8B-UltraMedical
265,mmlupro,gemma-2-9b-it
265,bbh,DeepSeek-R1-0528-Qwen3-8B
265,korbench,Llama-3.1-8B-Instruct
265,livecodebench,Qwen3-8B
265,math500,NVIDIA-Nemotron-Nano-9B-v2
265,finqa,Fin-R1
266,medqa,Llama-3.1-8B-Instruct
266,bbh,DeepSeek-R1-0528-Qwen3-8B
266,korbench,Qwen2.5-Coder-7B-Instruct
266,meld,gemma-2-9b-it
266,livecodebench,Qwen3-8B
266,math500,NVIDIA-Nemotron-Nano-9B-v2
266,finqa,Fin-R1
266,mmlupro,Llama-3.1-8B-UltraMedical
267,meld,Qwen2.5-Coder-7B-Instruct
267,medqa,Llama-3.1-8B-Instruct
267,bbh,DeepSeek-R1-0528-Qwen3-8B
267,livecodebench,Qwen3-8B
267,math500,NVIDIA-Nemotron-Nano-9B-v2
267,finqa,Fin-R1
267,korbench,gemma-2-9b-it
267,mmlupro,Llama-3.1-8B-UltraMedical
268,meld,Qwen2.5-Coder-7B-Instruct
268,bbh,NVIDIA-Nemotron-Nano-9B-v2
268,medqa,Llama-3.1-8B-Instruct
268,mmlupro,gemma-2-9b-it
268,korbench,Llama-3.1-8B-UltraMedical
268,livecodebench,Qwen3-8B
268,finqa,Fin-R1
268,math500,DeepSeek-R1-0528-Qwen3-8B
269,meld,Qwen2.5-Coder-7B-Instruct
269,medqa,Llama-3.1-8B-Instruct
269,mmlupro,gemma-2-9b-it
269,bbh,DeepSeek-R1-0528-Qwen3-8B
269,korbench,Llama-3.1-8B-UltraMedical
269,livecodebench,Qwen3-8B
269,math500,NVIDIA-Nemotron-Nano-9B-v2
269,finqa,Fin-R1
270,bbh,NVIDIA-Nemotron-Nano-9B-v2
270,medqa,Llama-3.1-8B-Instruct
270,korbench,Qwen2.5-Coder-7B-Instruct
270,meld,gemma-2-9b-it
270,livecodebench,Qwen3-8B
270,finqa,Fin-R1
270,mmlupro,Llama-3.1-8B-UltraMedical
270,math500,DeepSeek-R1-0528-Qwen3-8B
271,meld,Qwen2.5-Coder-7B-Instruct
271,medqa,Llama-3.1-8B-UltraMedical
271,mmlupro,gemma-2-9b-it
271,livecodebench,Qwen3-8B
271,bbh,Llama-3.1-8B-Instruct
271,finqa,Fin-R1
271,math500,DeepSeek-R1-0528-Qwen3-8B
271,korbench,NVIDIA-Nemotron-Nano-9B-v2
272,bbh,NVIDIA-Nemotron-Nano-9B-v2
272,medqa,Llama-3.1-8B-Instruct
272,korbench,Qwen2.5-Coder-7B-Instruct
272,meld,gemma-2-9b-it
272,livecodebench,Qwen3-8B
272,finqa,Fin-R1
272,mmlupro,Llama-3.1-8B-UltraMedical
272,math500,DeepSeek-R1-0528-Qwen3-8B
273,mmlupro,Llama-3.1-8B-Instruct
273,bbh,NVIDIA-Nemotron-Nano-9B-v2
273,medqa,Llama-3.1-8B-UltraMedical
273,korbench,Qwen2.5-Coder-7B-Instruct
273,meld,gemma-2-9b-it
273,livecodebench,Qwen3-8B
273,finqa,Fin-R1
273,math500,DeepSeek-R1-0528-Qwen3-8B
274,meld,Qwen2.5-Coder-7B-Instruct
274,medqa,Llama-3.1-8B-UltraMedical
274,mmlupro,gemma-2-9b-it
274,bbh,DeepSeek-R1-0528-Qwen3-8B
274,korbench,Llama-3.1-8B-Instruct
274,livecodebench,Qwen3-8B
274,math500,NVIDIA-Nemotron-Nano-9B-v2
274,finqa,Fin-R1
275,medqa,Llama-3.1-8B-Instruct
275,bbh,DeepSeek-R1-0528-Qwen3-8B
275,korbench,Qwen2.5-Coder-7B-Instruct
275,meld,gemma-2-9b-it
275,livecodebench,Qwen3-8B
275,math500,NVIDIA-Nemotron-Nano-9B-v2
275,finqa,Fin-R1
275,mmlupro,Llama-3.1-8B-UltraMedical
276,medqa,Llama-3.1-8B-Instruct
276,bbh,DeepSeek-R1-0528-Qwen3-8B
276,korbench,Qwen2.5-Coder-7B-Instruct
276,meld,gemma-2-9b-it
276,livecodebench,Qwen3-8B
276,math500,NVIDIA-Nemotron-Nano-9B-v2
276,finqa,Fin-R1
276,mmlupro,Llama-3.1-8B-UltraMedical
277,mmlupro,Llama-3.1-8B-Instruct
277,meld,Qwen2.5-Coder-7B-Instruct
277,bbh,NVIDIA-Nemotron-Nano-9B-v2
277,medqa,Llama-3.1-8B-UltraMedical
277,livecodebench,Qwen3-8B
277,finqa,Fin-R1
277,korbench,gemma-2-9b-it
277,math500,DeepSeek-R1-0528-Qwen3-8B
278,medqa,Llama-3.1-8B-Instruct
278,bbh,DeepSeek-R1-0528-Qwen3-8B
278,korbench,Qwen2.5-Coder-7B-Instruct
278,meld,gemma-2-9b-it
278,livecodebench,Qwen3-8B
278,math500,NVIDIA-Nemotron-Nano-9B-v2
278,finqa,Fin-R1
278,mmlupro,Llama-3.1-8B-UltraMedical
279,mmlupro,Llama-3.1-8B-Instruct
279,medqa,Llama-3.1-8B-UltraMedical
279,bbh,DeepSeek-R1-0528-Qwen3-8B
279,korbench,Qwen2.5-Coder-7B-Instruct
279,meld,gemma-2-9b-it
279,livecodebench,Qwen3-8B
279,math500,NVIDIA-Nemotron-Nano-9B-v2
279,finqa,Fin-R1
280,meld,Qwen2.5-Coder-7B-Instruct
280,medqa,Llama-3.1-8B-UltraMedical
280,mmlupro,gemma-2-9b-it
280,korbench,Llama-3.1-8B-Instruct
280,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
280,finqa,Fin-R1
280,math500,DeepSeek-R1-0528-Qwen3-8B
280,bbh,Qwen3-8B
281,korbench,DeepSeek-R1-0528-Qwen3-8B
281,medqa,Llama-3.1-8B-UltraMedical
281,meld,gemma-2-9b-it
281,livecodebench,Qwen3-8B
281,math500,NVIDIA-Nemotron-Nano-9B-v2
281,bbh,Llama-3.1-8B-Instruct
281,finqa,Fin-R1
281,mmlupro,Qwen2.5-Coder-7B-Instruct
282,meld,Qwen2.5-Coder-7B-Instruct
282,medqa,Llama-3.1-8B-UltraMedical
282,mmlupro,gemma-2-9b-it
282,bbh,DeepSeek-R1-0528-Qwen3-8B
282,korbench,Llama-3.1-8B-Instruct
282,livecodebench,Qwen3-8B
282,math500,NVIDIA-Nemotron-Nano-9B-v2
282,finqa,Fin-R1
283,meld,Qwen2.5-Coder-7B-Instruct
283,medqa,Llama-3.1-8B-Instruct
283,mmlupro,gemma-2-9b-it
283,korbench,Llama-3.1-8B-UltraMedical
283,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
283,finqa,Fin-R1
283,math500,DeepSeek-R1-0528-Qwen3-8B
283,bbh,Qwen3-8B
284,meld,Qwen2.5-Coder-7B-Instruct
284,medqa,Llama-3.1-8B-Instruct
284,mmlupro,gemma-2-9b-it
284,bbh,DeepSeek-R1-0528-Qwen3-8B
284,korbench,Llama-3.1-8B-UltraMedical
284,livecodebench,Qwen3-8B
284,math500,NVIDIA-Nemotron-Nano-9B-v2
284,finqa,Fin-R1
285,mmlupro,Llama-3.1-8B-Instruct
285,bbh,NVIDIA-Nemotron-Nano-9B-v2
285,medqa,Llama-3.1-8B-UltraMedical
285,korbench,Qwen2.5-Coder-7B-Instruct
285,meld,gemma-2-9b-it
285,livecodebench,Qwen3-8B
285,finqa,Fin-R1
285,math500,DeepSeek-R1-0528-Qwen3-8B
286,mmlupro,Llama-3.1-8B-Instruct
286,medqa,Llama-3.1-8B-UltraMedical
286,bbh,DeepSeek-R1-0528-Qwen3-8B
286,korbench,Qwen2.5-Coder-7B-Instruct
286,meld,gemma-2-9b-it
286,livecodebench,Qwen3-8B
286,math500,NVIDIA-Nemotron-Nano-9B-v2
286,finqa,Fin-R1
287,meld,Qwen2.5-Coder-7B-Instruct
287,medqa,Llama-3.1-8B-UltraMedical
287,mmlupro,gemma-2-9b-it
287,bbh,DeepSeek-R1-0528-Qwen3-8B
287,korbench,Llama-3.1-8B-Instruct
287,livecodebench,Qwen3-8B
287,math500,NVIDIA-Nemotron-Nano-9B-v2
287,finqa,Fin-R1
288,mmlupro,Llama-3.1-8B-Instruct
288,bbh,NVIDIA-Nemotron-Nano-9B-v2
288,medqa,Llama-3.1-8B-UltraMedical
288,korbench,Qwen2.5-Coder-7B-Instruct
288,meld,gemma-2-9b-it
288,livecodebench,Qwen3-8B
288,finqa,Fin-R1
288,math500,DeepSeek-R1-0528-Qwen3-8B
289,meld,Qwen2.5-Coder-7B-Instruct
289,bbh,NVIDIA-Nemotron-Nano-9B-v2
289,medqa,Llama-3.1-8B-Instruct
289,mmlupro,gemma-2-9b-it
289,korbench,Llama-3.1-8B-UltraMedical
289,livecodebench,Qwen3-8B
289,finqa,Fin-R1
289,math500,DeepSeek-R1-0528-Qwen3-8B
290,bbh,NVIDIA-Nemotron-Nano-9B-v2
290,medqa,Llama-3.1-8B-Instruct
290,korbench,Qwen2.5-Coder-7B-Instruct
290,meld,gemma-2-9b-it
290,livecodebench,Qwen3-8B
290,finqa,Fin-R1
290,mmlupro,Llama-3.1-8B-UltraMedical
290,math500,DeepSeek-R1-0528-Qwen3-8B
291,medqa,Llama-3.1-8B-Instruct
291,mmlupro,gemma-2-9b-it
291,finqa,Qwen2.5-Coder-7B-Instruct
291,meld,Fin-R1
291,bbh,Llama-3.1-8B-UltraMedical
291,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
291,math500,DeepSeek-R1-0528-Qwen3-8B
291,korbench,Qwen3-8B
292,bbh,NVIDIA-Nemotron-Nano-9B-v2
292,medqa,Llama-3.1-8B-Instruct
292,korbench,Qwen2.5-Coder-7B-Instruct
292,meld,gemma-2-9b-it
292,livecodebench,Qwen3-8B
292,finqa,Fin-R1
292,mmlupro,Llama-3.1-8B-UltraMedical
292,math500,DeepSeek-R1-0528-Qwen3-8B
293,meld,Qwen2.5-Coder-7B-Instruct
293,bbh,NVIDIA-Nemotron-Nano-9B-v2
293,medqa,Llama-3.1-8B-UltraMedical
293,mmlupro,gemma-2-9b-it
293,korbench,Llama-3.1-8B-Instruct
293,livecodebench,Qwen3-8B
293,finqa,Fin-R1
293,math500,DeepSeek-R1-0528-Qwen3-8B
294,medqa,Llama-3.1-8B-Instruct
294,mmlupro,gemma-2-9b-it
294,bbh,DeepSeek-R1-0528-Qwen3-8B
294,finqa,Qwen2.5-Coder-7B-Instruct
294,korbench,Llama-3.1-8B-UltraMedical
294,meld,Fin-R1
294,livecodebench,Qwen3-8B
294,math500,NVIDIA-Nemotron-Nano-9B-v2
295,meld,Qwen2.5-Coder-7B-Instruct
295,bbh,NVIDIA-Nemotron-Nano-9B-v2
295,medqa,Llama-3.1-8B-UltraMedical
295,mmlupro,gemma-2-9b-it
295,korbench,Llama-3.1-8B-Instruct
295,livecodebench,Qwen3-8B
295,finqa,Fin-R1
295,math500,DeepSeek-R1-0528-Qwen3-8B
296,mmlupro,Llama-3.1-8B-Instruct
296,medqa,Llama-3.1-8B-UltraMedical
296,bbh,DeepSeek-R1-0528-Qwen3-8B
296,math500,Qwen3-8B
296,korbench,Qwen2.5-Coder-7B-Instruct
296,meld,gemma-2-9b-it
296,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
296,finqa,Fin-R1
297,bbh,NVIDIA-Nemotron-Nano-9B-v2
297,medqa,Llama-3.1-8B-Instruct
297,mmlupro,gemma-2-9b-it
297,finqa,Qwen2.5-Coder-7B-Instruct
297,korbench,Llama-3.1-8B-UltraMedical
297,meld,Fin-R1
297,livecodebench,Qwen3-8B
297,math500,DeepSeek-R1-0528-Qwen3-8B
298,mmlupro,Llama-3.1-8B-Instruct
298,medqa,Llama-3.1-8B-UltraMedical
298,bbh,DeepSeek-R1-0528-Qwen3-8B
298,korbench,Qwen2.5-Coder-7B-Instruct
298,meld,gemma-2-9b-it
298,livecodebench,Qwen3-8B
298,math500,NVIDIA-Nemotron-Nano-9B-v2
298,finqa,Fin-R1
299,meld,Qwen2.5-Coder-7B-Instruct
299,bbh,NVIDIA-Nemotron-Nano-9B-v2
299,medqa,Llama-3.1-8B-UltraMedical
299,mmlupro,gemma-2-9b-it
299,korbench,Llama-3.1-8B-Instruct
299,livecodebench,Qwen3-8B
299,finqa,Fin-R1
299,math500,DeepSeek-R1-0528-Qwen3-8B
300,mmlupro,Llama-3.1-8B-Instruct
300,medqa,Llama-3.1-8B-UltraMedical
300,bbh,DeepSeek-R1-0528-Qwen3-8B
300,korbench,Qwen2.5-Coder-7B-Instruct
300,meld,gemma-2-9b-it
300,livecodebench,Qwen3-8B
300,math500,NVIDIA-Nemotron-Nano-9B-v2
300,finqa,Fin-R1
301,medqa,Llama-3.1-8B-Instruct
301,bbh,DeepSeek-R1-0528-Qwen3-8B
301,korbench,Qwen2.5-Coder-7B-Instruct
301,meld,gemma-2-9b-it
301,livecodebench,Qwen3-8B
301,math500,NVIDIA-Nemotron-Nano-9B-v2
301,finqa,Fin-R1
301,mmlupro,Llama-3.1-8B-UltraMedical
302,mmlupro,Qwen2.5-Coder-7B-Instruct
302,medqa,Llama-3.1-8B-Instruct
302,meld,gemma-2-9b-it
302,bbh,Llama-3.1-8B-UltraMedical
302,livecodebench,Qwen3-8B
302,finqa,Fin-R1
302,math500,DeepSeek-R1-0528-Qwen3-8B
302,korbench,NVIDIA-Nemotron-Nano-9B-v2
303,mmlupro,Llama-3.1-8B-Instruct
303,medqa,Llama-3.1-8B-UltraMedical
303,bbh,DeepSeek-R1-0528-Qwen3-8B
303,korbench,Qwen2.5-Coder-7B-Instruct
303,meld,gemma-2-9b-it
303,livecodebench,Qwen3-8B
303,math500,NVIDIA-Nemotron-Nano-9B-v2
303,finqa,Fin-R1
304,bbh,NVIDIA-Nemotron-Nano-9B-v2
304,medqa,Llama-3.1-8B-Instruct
304,korbench,Qwen2.5-Coder-7B-Instruct
304,meld,gemma-2-9b-it
304,livecodebench,Qwen3-8B
304,finqa,Fin-R1
304,mmlupro,Llama-3.1-8B-UltraMedical
304,math500,DeepSeek-R1-0528-Qwen3-8B
305,meld,Qwen2.5-Coder-7B-Instruct
305,medqa,Llama-3.1-8B-UltraMedical
305,mmlupro,gemma-2-9b-it
305,bbh,DeepSeek-R1-0528-Qwen3-8B
305,korbench,Llama-3.1-8B-Instruct
305,livecodebench,Qwen3-8B
305,math500,NVIDIA-Nemotron-Nano-9B-v2
305,finqa,Fin-R1
306,meld,Qwen2.5-Coder-7B-Instruct
306,medqa,Llama-3.1-8B-UltraMedical
306,mmlupro,gemma-2-9b-it
306,bbh,DeepSeek-R1-0528-Qwen3-8B
306,math500,Qwen3-8B
306,korbench,Llama-3.1-8B-Instruct
306,livecodebench,NVIDIA-Nemotron-Nano-9B-v2
306,finqa,Fin-R1
307,mmlupro,Llama-3.1-8B-Instruct
307,medqa,Llama-3.1-8B-UltraMedical
307,bbh,DeepSeek-R1-0528-Qwen3-8B
307,korbench,Qwen2.5-Coder-7B-Instruct
307,meld,gemma-2-9b-it
307,livecodebench,Qwen3-8B
307,math500,NVIDIA-Nemotron-Nano-9B-v2
307,finqa,Fin-R1
308,meld,Qwen2.5-Coder-7B-Instruct
308,medqa,Llama-3.1-8B-UltraMedical
308,mmlupro,gemma-2-9b-it
308,livecodebench,Qwen3-8B
308,bbh,Llama-3.1-8B-Instruct
308,finqa,Fin-R1
308,math500,DeepSeek-R1-0528-Qwen3-8B
308,korbench,NVIDIA-Nemotron-Nano-9B-v2
309,mmlupro,Llama-3.1-8B-Instruct
309,bbh,NVIDIA-Nemotron-Nano-9B-v2
309,medqa,Llama-3.1-8B-UltraMedical
309,korbench,Qwen2.5-Coder-7B-Instruct
309,meld,gemma-2-9b-it
309,livecodebench,Qwen3-8B
309,finqa,Fin-R1
309,math500,DeepSeek-R1-0528-Qwen3-8B
310,mmlupro,Llama-3.1-8B-Instruct
310,medqa,Llama-3.1-8B-UltraMedical
310,bbh,DeepSeek-R1-0528-Qwen3-8B
310,korbench,Qwen2.5-Coder-7B-Instruct
310,meld,gemma-2-9b-it
310,livecodebench,Qwen3-8B
310,math500,NVIDIA-Nemotron-Nano-9B-v2
310,finqa,Fin-R1
311,korbench,DeepSeek-R1-0528-Qwen3-8B
311,medqa,Llama-3.1-8B-Instruct
311,meld,gemma-2-9b-it
311,bbh,Qwen2.5-Coder-7B-Instruct
311,livecodebench,Qwen3-8B
311,math500,NVIDIA-Nemotron-Nano-9B-v2
311,finqa,Fin-R1
311,mmlupro,Llama-3.1-8B-UltraMedical
312,mmlupro,Qwen2.5-Coder-7B-Instruct
312,medqa,Llama-3.1-8B-Instruct
312,meld,gemma-2-9b-it
312,bbh,Llama-3.1-8B-UltraMedical
312,livecodebench,Qwen3-8B
312,finqa,Fin-R1
312,math500,DeepSeek-R1-0528-Qwen3-8B
312,korbench,NVIDIA-Nemotron-Nano-9B-v2
313,meld,Qwen2.5-Coder-7B-Instruct
313,medqa,Llama-3.1-8B-UltraMedical
313,mmlupro,gemma-2-9b-it
313,livecodebench,Qwen3-8B
313,bbh,Llama-3.1-8B-Instruct
313,finqa,Fin-R1
313,math500,DeepSeek-R1-0528-Qwen3-8B
313,korbench,NVIDIA-Nemotron-Nano-9B-v2
314,mmlupro,Llama-3.1-8B-Instruct
314,medqa,Llama-3.1-8B-UltraMedical
314,bbh,DeepSeek-R1-0528-Qwen3-8B
314,korbench,Qwen2.5-Coder-7B-Instruct
314,meld,gemma-2-9b-it
314,livecodebench,Qwen3-8B
314,math500,NVIDIA-Nemotron-Nano-9B-v2
314,finqa,Fin-R1
315,medqa,Llama-3.1-8B-Instruct
315,bbh,DeepSeek-R1-0528-Qwen3-8B
315,korbench,Qwen2.5-Coder-7B-Instruct
315,meld,gemma-2-9b-it
315,livecodebench,Qwen3-8B
315,math500,NVIDIA-Nemotron-Nano-9B-v2
315,finqa,Fin-R1
315,mmlupro,Llama-3.1-8B-UltraMedical
316,mmlupro,Llama-3.1-8B-Instruct
316,medqa,Llama-3.1-8B-UltraMedical
316,bbh,DeepSeek-R1-0528-Qwen3-8B
316,korbench,Qwen2.5-Coder-7B-Instruct
316,meld,gemma-2-9b-it
316,livecodebench,Qwen3-8B
316,math500,NVIDIA-Nemotron-Nano-9B-v2
316,finqa,Fin-R1
317,mmlupro,Llama-3.1-8B-Instruct
317,medqa,Llama-3.1-8B-UltraMedical
317,bbh,DeepSeek-R1-0528-Qwen3-8B
317,korbench,Qwen2.5-Coder-7B-Instruct
317,meld,gemma-2-9b-it
317,livecodebench,Qwen3-8B
