replicate,task,model
238,math500,DeepSeek-R1-0528-Qwen3-8B
238,bbh,NVIDIA-Nemotron-Nano-9B-v2
238,korbench,Llama-3.1-8B-Instruct
238,meld,Qwen2.5-Coder-7B-Instruct
238,finqa,Fin-R1
238,medqa,Qwen3-8B
239,mmlupro,Qwen2.5-Coder-7B-Instruct
239,livecodebench,Llama-3.1-8B-UltraMedical
239,meld,gemma-2-9b-it
239,math500,DeepSeek-R1-0528-Qwen3-8B
239,bbh,NVIDIA-Nemotron-Nano-9B-v2
239,korbench,Llama-3.1-8B-Instruct
239,finqa,Fin-R1
239,medqa,Qwen3-8B
240,mmlupro,Llama-3.1-8B-Instruct
240,medqa,Qwen3-8B
240,livecodebench,Llama-3.1-8B-UltraMedical
240,meld,gemma-2-9b-it
240,math500,DeepSeek-R1-0528-Qwen3-8B
240,bbh,NVIDIA-Nemotron-Nano-9B-v2
240,finqa,Fin-R1
240,korbench,Qwen2.5-Coder-7B-Instruct
241,mmlupro,gemma-2-9b-it
241,livecodebench,Llama-3.1-8B-UltraMedical
241,math500,NVIDIA-Nemotron-Nano-9B-v2
241,korbench,Llama-3.1-8B-Instruct
241,meld,Qwen2.5-Coder-7B-Instruct
241,finqa,Fin-R1
241,bbh,DeepSeek-R1-0528-Qwen3-8B
241,medqa,Qwen3-8B
242,mmlupro,gemma-2-9b-it
242,livecodebench,Llama-3.1-8B-UltraMedical
242,math500,DeepSeek-R1-0528-Qwen3-8B
242,bbh,NVIDIA-Nemotron-Nano-9B-v2
242,korbench,Llama-3.1-8B-Instruct
242,meld,Qwen2.5-Coder-7B-Instruct
242,finqa,Fin-R1
242,medqa,Qwen3-8B
243,mmlupro,Qwen2.5-Coder-7B-Instruct
243,livecodebench,Llama-3.1-8B-UltraMedical
243,math500,NVIDIA-Nemotron-Nano-9B-v2
243,meld,gemma-2-9b-it
243,korbench,Llama-3.1-8B-Instruct
243,bbh,DeepSeek-R1-0528-Qwen3-8B
243,finqa,Fin-R1
243,medqa,Qwen3-8B
244,mmlupro,gemma-2-9b-it
244,livecodebench,Llama-3.1-8B-UltraMedical
244,math500,DeepSeek-R1-0528-Qwen3-8B
244,bbh,NVIDIA-Nemotron-Nano-9B-v2
244,korbench,Llama-3.1-8B-Instruct
244,meld,Qwen2.5-Coder-7B-Instruct
244,finqa,Fin-R1
244,medqa,Qwen3-8B
245,mmlupro,gemma-2-9b-it
245,livecodebench,Llama-3.1-8B-UltraMedical
245,math500,DeepSeek-R1-0528-Qwen3-8B
245,bbh,NVIDIA-Nemotron-Nano-9B-v2
245,korbench,Llama-3.1-8B-Instruct
245,meld,Qwen2.5-Coder-7B-Instruct
245,finqa,Fin-R1
245,medqa,Qwen3-8B
246,mmlupro,gemma-2-9b-it
246,livecodebench,Llama-3.1-8B-UltraMedical
246,math500,DeepSeek-R1-0528-Qwen3-8B
246,bbh,NVIDIA-Nemotron-Nano-9B-v2
246,korbench,Llama-3.1-8B-Instruct
246,meld,Qwen2.5-Coder-7B-Instruct
246,finqa,Fin-R1
246,medqa,Qwen3-8B
247,mmlupro,Llama-3.1-8B-Instruct
247,medqa,NVIDIA-Nemotron-Nano-9B-v2
247,math500,Qwen3-8B
247,livecodebench,Llama-3.1-8B-UltraMedical
247,meld,gemma-2-9b-it
247,bbh,DeepSeek-R1-0528-Qwen3-8B
247,finqa,Fin-R1
247,korbench,Qwen2.5-Coder-7B-Instruct
248,mmlupro,gemma-2-9b-it
248,livecodebench,Llama-3.1-8B-UltraMedical
248,math500,NVIDIA-Nemotron-Nano-9B-v2
248,korbench,Llama-3.1-8B-Instruct
248,meld,Qwen2.5-Coder-7B-Instruct
248,finqa,Fin-R1
248,bbh,DeepSeek-R1-0528-Qwen3-8B
248,medqa,Qwen3-8B
249,mmlupro,gemma-2-9b-it
249,livecodebench,Llama-3.1-8B-UltraMedical
249,math500,DeepSeek-R1-0528-Qwen3-8B
249,bbh,NVIDIA-Nemotron-Nano-9B-v2
249,korbench,Llama-3.1-8B-Instruct
249,meld,Qwen2.5-Coder-7B-Instruct
249,finqa,Fin-R1
249,medqa,Qwen3-8B
250,mmlupro,gemma-2-9b-it
250,livecodebench,Llama-3.1-8B-UltraMedical
250,math500,DeepSeek-R1-0528-Qwen3-8B
250,bbh,NVIDIA-Nemotron-Nano-9B-v2
250,korbench,Llama-3.1-8B-Instruct
250,meld,Qwen2.5-Coder-7B-Instruct
250,finqa,Fin-R1
250,medqa,Qwen3-8B
251,mmlupro,Llama-3.1-8B-Instruct
251,korbench,Qwen2.5-Coder-7B-Instruct
251,livecodebench,Llama-3.1-8B-UltraMedical
251,math500,NVIDIA-Nemotron-Nano-9B-v2
251,meld,gemma-2-9b-it
251,bbh,DeepSeek-R1-0528-Qwen3-8B
251,finqa,Fin-R1
251,medqa,Qwen3-8B
252,mmlupro,gemma-2-9b-it
252,livecodebench,Llama-3.1-8B-UltraMedical
252,math500,NVIDIA-Nemotron-Nano-9B-v2
252,korbench,Llama-3.1-8B-Instruct
252,meld,Qwen2.5-Coder-7B-Instruct
252,finqa,Fin-R1
252,bbh,DeepSeek-R1-0528-Qwen3-8B
252,medqa,Qwen3-8B
253,medqa,NVIDIA-Nemotron-Nano-9B-v2
253,mmlupro,gemma-2-9b-it
253,math500,Qwen3-8B
253,livecodebench,Llama-3.1-8B-UltraMedical
253,korbench,Llama-3.1-8B-Instruct
253,meld,Qwen2.5-Coder-7B-Instruct
253,finqa,Fin-R1
253,bbh,DeepSeek-R1-0528-Qwen3-8B
254,mmlupro,Llama-3.1-8B-Instruct
254,medqa,Qwen3-8B
254,livecodebench,Llama-3.1-8B-UltraMedical
254,meld,gemma-2-9b-it
254,math500,DeepSeek-R1-0528-Qwen3-8B
254,bbh,NVIDIA-Nemotron-Nano-9B-v2
254,finqa,Fin-R1
254,korbench,Qwen2.5-Coder-7B-Instruct
255,mmlupro,Llama-3.1-8B-Instruct
255,medqa,Qwen3-8B
255,livecodebench,Llama-3.1-8B-UltraMedical
255,meld,gemma-2-9b-it
255,math500,DeepSeek-R1-0528-Qwen3-8B
255,bbh,NVIDIA-Nemotron-Nano-9B-v2
255,finqa,Fin-R1
255,korbench,Qwen2.5-Coder-7B-Instruct
256,mmlupro,gemma-2-9b-it
256,livecodebench,Llama-3.1-8B-UltraMedical
256,math500,DeepSeek-R1-0528-Qwen3-8B
256,bbh,NVIDIA-Nemotron-Nano-9B-v2
256,korbench,Llama-3.1-8B-Instruct
256,meld,Qwen2.5-Coder-7B-Instruct
256,finqa,Fin-R1
256,medqa,Qwen3-8B
257,medqa,NVIDIA-Nemotron-Nano-9B-v2
257,mmlupro,gemma-2-9b-it
257,math500,Qwen3-8B
257,livecodebench,Llama-3.1-8B-UltraMedical
257,korbench,Llama-3.1-8B-Instruct
257,meld,Qwen2.5-Coder-7B-Instruct
257,finqa,Fin-R1
257,bbh,DeepSeek-R1-0528-Qwen3-8B
258,mmlupro,gemma-2-9b-it
258,livecodebench,Llama-3.1-8B-Instruct
258,math500,DeepSeek-R1-0528-Qwen3-8B
258,bbh,NVIDIA-Nemotron-Nano-9B-v2
258,meld,Qwen2.5-Coder-7B-Instruct
258,finqa,Fin-R1
258,korbench,Llama-3.1-8B-UltraMedical
258,medqa,Qwen3-8B
259,mmlupro,gemma-2-9b-it
259,livecodebench,Llama-3.1-8B-UltraMedical
259,math500,NVIDIA-Nemotron-Nano-9B-v2
259,korbench,Llama-3.1-8B-Instruct
259,meld,Qwen2.5-Coder-7B-Instruct
259,finqa,Fin-R1
259,bbh,DeepSeek-R1-0528-Qwen3-8B
259,medqa,Qwen3-8B
260,mmlupro,Llama-3.1-8B-Instruct
260,medqa,Qwen3-8B
260,livecodebench,Llama-3.1-8B-UltraMedical
260,meld,gemma-2-9b-it
260,math500,DeepSeek-R1-0528-Qwen3-8B
260,bbh,NVIDIA-Nemotron-Nano-9B-v2
260,finqa,Fin-R1
260,korbench,Qwen2.5-Coder-7B-Instruct
261,mmlupro,Llama-3.1-8B-Instruct
261,medqa,Qwen3-8B
261,livecodebench,Llama-3.1-8B-UltraMedical
261,meld,gemma-2-9b-it
261,math500,DeepSeek-R1-0528-Qwen3-8B
261,bbh,NVIDIA-Nemotron-Nano-9B-v2
261,finqa,Fin-R1
261,korbench,Qwen2.5-Coder-7B-Instruct
262,mmlupro,Qwen2.5-Coder-7B-Instruct
262,livecodebench,Llama-3.1-8B-UltraMedical
262,meld,gemma-2-9b-it
262,math500,DeepSeek-R1-0528-Qwen3-8B
262,bbh,NVIDIA-Nemotron-Nano-9B-v2
262,korbench,Llama-3.1-8B-Instruct
262,finqa,Fin-R1
262,medqa,Qwen3-8B
263,mmlupro,gemma-2-9b-it
263,livecodebench,Llama-3.1-8B-UltraMedical
263,math500,DeepSeek-R1-0528-Qwen3-8B
263,bbh,NVIDIA-Nemotron-Nano-9B-v2
263,korbench,Llama-3.1-8B-Instruct
263,meld,Qwen2.5-Coder-7B-Instruct
263,finqa,Fin-R1
263,medqa,Qwen3-8B
264,mmlupro,gemma-2-9b-it
264,livecodebench,Llama-3.1-8B-UltraMedical
264,math500,NVIDIA-Nemotron-Nano-9B-v2
264,korbench,Llama-3.1-8B-Instruct
264,meld,Qwen2.5-Coder-7B-Instruct
264,finqa,Fin-R1
264,bbh,DeepSeek-R1-0528-Qwen3-8B
264,medqa,Qwen3-8B
265,mmlupro,gemma-2-9b-it
265,livecodebench,Llama-3.1-8B-UltraMedical
265,math500,NVIDIA-Nemotron-Nano-9B-v2
265,korbench,Llama-3.1-8B-Instruct
265,meld,Qwen2.5-Coder-7B-Instruct
265,finqa,Fin-R1
265,bbh,DeepSeek-R1-0528-Qwen3-8B
265,medqa,Qwen3-8B
266,mmlupro,Qwen2.5-Coder-7B-Instruct
266,livecodebench,Llama-3.1-8B-UltraMedical
266,math500,NVIDIA-Nemotron-Nano-9B-v2
266,meld,gemma-2-9b-it
266,korbench,Llama-3.1-8B-Instruct
266,bbh,DeepSeek-R1-0528-Qwen3-8B
266,finqa,Fin-R1
266,medqa,Qwen3-8B
267,mmlupro,gemma-2-9b-it
267,livecodebench,Llama-3.1-8B-Instruct
267,math500,NVIDIA-Nemotron-Nano-9B-v2
267,meld,Qwen2.5-Coder-7B-Instruct
267,bbh,DeepSeek-R1-0528-Qwen3-8B
267,finqa,Fin-R1
267,korbench,Llama-3.1-8B-UltraMedical
267,medqa,Qwen3-8B
268,medqa,NVIDIA-Nemotron-Nano-9B-v2
268,mmlupro,gemma-2-9b-it
268,math500,Qwen3-8B
268,livecodebench,Llama-3.1-8B-UltraMedical
268,korbench,Llama-3.1-8B-Instruct
268,meld,Qwen2.5-Coder-7B-Instruct
268,finqa,Fin-R1
268,bbh,DeepSeek-R1-0528-Qwen3-8B
269,mmlupro,gemma-2-9b-it
269,livecodebench,Llama-3.1-8B-UltraMedical
269,math500,NVIDIA-Nemotron-Nano-9B-v2
269,korbench,Llama-3.1-8B-Instruct
269,meld,Qwen2.5-Coder-7B-Instruct
269,finqa,Fin-R1
269,bbh,DeepSeek-R1-0528-Qwen3-8B
269,medqa,Qwen3-8B
270,mmlupro,Qwen2.5-Coder-7B-Instruct
270,livecodebench,Llama-3.1-8B-UltraMedical
270,meld,gemma-2-9b-it
270,math500,DeepSeek-R1-0528-Qwen3-8B
270,bbh,NVIDIA-Nemotron-Nano-9B-v2
270,korbench,Llama-3.1-8B-Instruct
270,finqa,Fin-R1
270,medqa,Qwen3-8B
271,mmlupro,NVIDIA-Nemotron-Nano-9B-v2
271,livecodebench,Llama-3.1-8B-Instruct
271,math500,Qwen3-8B
271,medqa,Llama-3.1-8B-UltraMedical
271,korbench,gemma-2-9b-it
271,meld,Qwen2.5-Coder-7B-Instruct
271,bbh,DeepSeek-R1-0528-Qwen3-8B
271,finqa,Fin-R1
272,mmlupro,Llama-3.1-8B-Instruct
272,medqa,Qwen3-8B
272,livecodebench,Llama-3.1-8B-UltraMedical
272,meld,gemma-2-9b-it
272,math500,DeepSeek-R1-0528-Qwen3-8B
272,bbh,NVIDIA-Nemotron-Nano-9B-v2
272,finqa,Fin-R1
272,korbench,Qwen2.5-Coder-7B-Instruct
273,mmlupro,Llama-3.1-8B-Instruct
273,medqa,Qwen3-8B
273,livecodebench,Llama-3.1-8B-UltraMedical
273,meld,gemma-2-9b-it
273,math500,DeepSeek-R1-0528-Qwen3-8B
273,bbh,NVIDIA-Nemotron-Nano-9B-v2
273,finqa,Fin-R1
273,korbench,Qwen2.5-Coder-7B-Instruct
274,mmlupro,gemma-2-9b-it
274,livecodebench,Llama-3.1-8B-UltraMedical
274,math500,NVIDIA-Nemotron-Nano-9B-v2
274,korbench,Llama-3.1-8B-Instruct
274,meld,Qwen2.5-Coder-7B-Instruct
274,finqa,Fin-R1
274,bbh,DeepSeek-R1-0528-Qwen3-8B
274,medqa,Qwen3-8B
275,mmlupro,Qwen2.5-Coder-7B-Instruct
275,livecodebench,Llama-3.1-8B-UltraMedical
275,math500,NVIDIA-Nemotron-Nano-9B-v2
275,meld,gemma-2-9b-it
275,korbench,Llama-3.1-8B-Instruct
275,bbh,DeepSeek-R1-0528-Qwen3-8B
275,finqa,Fin-R1
275,medqa,Qwen3-8B
276,mmlupro,Qwen2.5-Coder-7B-Instruct
276,livecodebench,Llama-3.1-8B-UltraMedical
276,meld,gemma-2-9b-it
276,math500,DeepSeek-R1-0528-Qwen3-8B
276,bbh,NVIDIA-Nemotron-Nano-9B-v2
276,korbench,Llama-3.1-8B-Instruct
276,finqa,Fin-R1
276,medqa,Qwen3-8B
277,mmlupro,gemma-2-9b-it
277,livecodebench,Llama-3.1-8B-UltraMedical
277,math500,DeepSeek-R1-0528-Qwen3-8B
277,bbh,NVIDIA-Nemotron-Nano-9B-v2
277,korbench,Llama-3.1-8B-Instruct
277,meld,Qwen2.5-Coder-7B-Instruct
277,finqa,Fin-R1
277,medqa,Qwen3-8B
278,mmlupro,Qwen2.5-Coder-7B-Instruct
278,livecodebench,Llama-3.1-8B-UltraMedical
278,math500,NVIDIA-Nemotron-Nano-9B-v2
278,meld,gemma-2-9b-it
278,korbench,Llama-3.1-8B-Instruct
278,bbh,DeepSeek-R1-0528-Qwen3-8B
278,finqa,Fin-R1
278,medqa,Qwen3-8B
279,mmlupro,Llama-3.1-8B-Instruct
279,korbench,Qwen2.5-Coder-7B-Instruct
279,livecodebench,Llama-3.1-8B-UltraMedical
279,math500,NVIDIA-Nemotron-Nano-9B-v2
279,meld,gemma-2-9b-it
279,bbh,DeepSeek-R1-0528-Qwen3-8B
279,finqa,Fin-R1
279,medqa,Qwen3-8B
280,mmlupro,gemma-2-9b-it
280,livecodebench,Llama-3.1-8B-UltraMedical
280,math500,DeepSeek-R1-0528-Qwen3-8B
280,bbh,NVIDIA-Nemotron-Nano-9B-v2
280,korbench,Llama-3.1-8B-Instruct
280,meld,Qwen2.5-Coder-7B-Instruct
280,finqa,Fin-R1
280,medqa,Qwen3-8B
281,mmlupro,gemma-2-9b-it
281,livecodebench,Llama-3.1-8B-UltraMedical
281,math500,NVIDIA-Nemotron-Nano-9B-v2
281,korbench,Llama-3.1-8B-Instruct
281,meld,Qwen2.5-Coder-7B-Instruct
281,finqa,Fin-R1
281,bbh,DeepSeek-R1-0528-Qwen3-8B
281,medqa,Qwen3-8B
282,mmlupro,gemma-2-9b-it
282,livecodebench,Llama-3.1-8B-UltraMedical
282,math500,DeepSeek-R1-0528-Qwen3-8B
282,bbh,NVIDIA-Nemotron-Nano-9B-v2
282,korbench,Llama-3.1-8B-Instruct
282,meld,Qwen2.5-Coder-7B-Instruct
282,finqa,Fin-R1
282,medqa,Qwen3-8B
283,mmlupro,gemma-2-9b-it
283,livecodebench,Llama-3.1-8B-UltraMedical
283,math500,DeepSeek-R1-0528-Qwen3-8B
283,bbh,NVIDIA-Nemotron-Nano-9B-v2
283,korbench,Llama-3.1-8B-Instruct
283,meld,Qwen2.5-Coder-7B-Instruct
283,finqa,Fin-R1
283,medqa,Qwen3-8B
284,mmlupro,gemma-2-9b-it
284,livecodebench,Llama-3.1-8B-UltraMedical
284,math500,NVIDIA-Nemotron-Nano-9B-v2
284,korbench,Llama-3.1-8B-Instruct
284,meld,Qwen2.5-Coder-7B-Instruct
284,finqa,Fin-R1
284,bbh,DeepSeek-R1-0528-Qwen3-8B
284,medqa,Qwen3-8B
285,mmlupro,Qwen2.5-Coder-7B-Instruct
285,livecodebench,Llama-3.1-8B-UltraMedical
285,meld,gemma-2-9b-it
285,math500,DeepSeek-R1-0528-Qwen3-8B
285,bbh,NVIDIA-Nemotron-Nano-9B-v2
285,korbench,Llama-3.1-8B-Instruct
285,finqa,Fin-R1
285,medqa,Qwen3-8B
286,mmlupro,gemma-2-9b-it
286,livecodebench,Llama-3.1-8B-UltraMedical
286,math500,NVIDIA-Nemotron-Nano-9B-v2
286,korbench,Llama-3.1-8B-Instruct
286,meld,Qwen2.5-Coder-7B-Instruct
286,finqa,Fin-R1
286,bbh,DeepSeek-R1-0528-Qwen3-8B
286,medqa,Qwen3-8B
287,mmlupro,gemma-2-9b-it
287,medqa,DeepSeek-R1-0528-Qwen3-8B
287,math500,Qwen3-8B
287,livecodebench,Llama-3.1-8B-UltraMedical
287,bbh,NVIDIA-Nemotron-Nano-9B-v2
287,korbench,Llama-3.1-8B-Instruct
287,meld,Qwen2.5-Coder-7B-Instruct
287,finqa,Fin-R1
288,mmlupro,Qwen2.5-Coder-7B-Instruct
288,livecodebench,Llama-3.1-8B-UltraMedical
288,meld,gemma-2-9b-it
288,math500,DeepSeek-R1-0528-Qwen3-8B
288,bbh,NVIDIA-Nemotron-Nano-9B-v2
288,korbench,Llama-3.1-8B-Instruct
288,finqa,Fin-R1
288,medqa,Qwen3-8B
289,mmlupro,gemma-2-9b-it
289,finqa,NVIDIA-Nemotron-Nano-9B-v2
289,math500,Qwen3-8B
289,korbench,Fin-R1
289,livecodebench,Llama-3.1-8B-UltraMedical
289,meld,Qwen2.5-Coder-7B-Instruct
289,bbh,DeepSeek-R1-0528-Qwen3-8B
289,medqa,Llama-3.1-8B-Instruct
290,mmlupro,gemma-2-9b-it
290,livecodebench,Llama-3.1-8B-UltraMedical
290,math500,DeepSeek-R1-0528-Qwen3-8B
290,bbh,NVIDIA-Nemotron-Nano-9B-v2
290,korbench,Llama-3.1-8B-Instruct
290,meld,Qwen2.5-Coder-7B-Instruct
290,finqa,Fin-R1
290,medqa,Qwen3-8B
291,mmlupro,gemma-2-9b-it
291,livecodebench,Llama-3.1-8B-Instruct
291,math500,NVIDIA-Nemotron-Nano-9B-v2
291,meld,Qwen2.5-Coder-7B-Instruct
291,bbh,DeepSeek-R1-0528-Qwen3-8B
291,finqa,Fin-R1
291,korbench,Llama-3.1-8B-UltraMedical
291,medqa,Qwen3-8B
292,finqa,gemma-2-9b-it
292,livecodebench,Llama-3.1-8B-UltraMedical
292,math500,DeepSeek-R1-0528-Qwen3-8B
292,bbh,NVIDIA-Nemotron-Nano-9B-v2
292,korbench,Llama-3.1-8B-Instruct
292,meld,Qwen2.5-Coder-7B-Instruct
292,mmlupro,Fin-R1
292,medqa,Qwen3-8B
293,mmlupro,gemma-2-9b-it
293,livecodebench,Llama-3.1-8B-Instruct
293,math500,DeepSeek-R1-0528-Qwen3-8B
293,bbh,NVIDIA-Nemotron-Nano-9B-v2
293,meld,Qwen2.5-Coder-7B-Instruct
293,finqa,Fin-R1
293,korbench,Llama-3.1-8B-UltraMedical
293,medqa,Qwen3-8B
294,meld,Fin-R1
294,mmlupro,gemma-2-9b-it
294,livecodebench,Llama-3.1-8B-UltraMedical
294,math500,NVIDIA-Nemotron-Nano-9B-v2
294,bbh,DeepSeek-R1-0528-Qwen3-8B
294,korbench,Qwen2.5-Coder-7B-Instruct
294,finqa,Qwen3-8B
294,medqa,Llama-3.1-8B-Instruct
295,mmlupro,gemma-2-9b-it
295,livecodebench,Llama-3.1-8B-Instruct
295,math500,DeepSeek-R1-0528-Qwen3-8B
295,bbh,NVIDIA-Nemotron-Nano-9B-v2
295,meld,Qwen2.5-Coder-7B-Instruct
295,finqa,Fin-R1
295,korbench,Llama-3.1-8B-UltraMedical
295,medqa,Qwen3-8B
296,mmlupro,Qwen2.5-Coder-7B-Instruct
296,livecodebench,Llama-3.1-8B-UltraMedical
296,meld,gemma-2-9b-it
296,math500,DeepSeek-R1-0528-Qwen3-8B
296,bbh,NVIDIA-Nemotron-Nano-9B-v2
296,korbench,Llama-3.1-8B-Instruct
296,finqa,Fin-R1
296,medqa,Qwen3-8B
297,mmlupro,gemma-2-9b-it
297,livecodebench,Llama-3.1-8B-UltraMedical
297,math500,DeepSeek-R1-0528-Qwen3-8B
297,bbh,NVIDIA-Nemotron-Nano-9B-v2
297,korbench,Llama-3.1-8B-Instruct
297,meld,Qwen2.5-Coder-7B-Instruct
297,finqa,Fin-R1
297,medqa,Qwen3-8B
298,mmlupro,Llama-3.1-8B-Instruct
298,korbench,Qwen2.5-Coder-7B-Instruct
298,livecodebench,Llama-3.1-8B-UltraMedical
298,math500,NVIDIA-Nemotron-Nano-9B-v2
298,meld,gemma-2-9b-it
298,bbh,DeepSeek-R1-0528-Qwen3-8B
298,finqa,Fin-R1
298,medqa,Qwen3-8B
299,mmlupro,gemma-2-9b-it
299,livecodebench,Llama-3.1-8B-UltraMedical
299,math500,DeepSeek-R1-0528-Qwen3-8B
299,bbh,NVIDIA-Nemotron-Nano-9B-v2
299,korbench,Llama-3.1-8B-Instruct
299,meld,Qwen2.5-Coder-7B-Instruct
299,finqa,Fin-R1
299,medqa,Qwen3-8B
300,mmlupro,gemma-2-9b-it
300,livecodebench,Llama-3.1-8B-UltraMedical
300,math500,DeepSeek-R1-0528-Qwen3-8B
300,bbh,NVIDIA-Nemotron-Nano-9B-v2
300,korbench,Llama-3.1-8B-Instruct
300,meld,Qwen2.5-Coder-7B-Instruct
300,finqa,Fin-R1
300,medqa,Qwen3-8B
301,mmlupro,gemma-2-9b-it
301,livecodebench,Llama-3.1-8B-UltraMedical
301,math500,NVIDIA-Nemotron-Nano-9B-v2
301,korbench,Llama-3.1-8B-Instruct
301,meld,Qwen2.5-Coder-7B-Instruct
301,finqa,Fin-R1
301,bbh,DeepSeek-R1-0528-Qwen3-8B
301,medqa,Qwen3-8B
302,mmlupro,Qwen2.5-Coder-7B-Instruct
302,livecodebench,Llama-3.1-8B-UltraMedical
302,meld,gemma-2-9b-it
302,math500,DeepSeek-R1-0528-Qwen3-8B
302,bbh,NVIDIA-Nemotron-Nano-9B-v2
302,korbench,Llama-3.1-8B-Instruct
302,finqa,Fin-R1
302,medqa,Qwen3-8B
303,mmlupro,Llama-3.1-8B-Instruct
303,korbench,Qwen2.5-Coder-7B-Instruct
303,livecodebench,Llama-3.1-8B-UltraMedical
303,math500,NVIDIA-Nemotron-Nano-9B-v2
303,meld,gemma-2-9b-it
303,bbh,DeepSeek-R1-0528-Qwen3-8B
303,finqa,Fin-R1
303,medqa,Qwen3-8B
304,mmlupro,gemma-2-9b-it
304,livecodebench,Llama-3.1-8B-UltraMedical
304,math500,DeepSeek-R1-0528-Qwen3-8B
304,bbh,NVIDIA-Nemotron-Nano-9B-v2
304,korbench,Llama-3.1-8B-Instruct
304,meld,Qwen2.5-Coder-7B-Instruct
304,finqa,Fin-R1
304,medqa,Qwen3-8B
305,mmlupro,gemma-2-9b-it
305,livecodebench,Llama-3.1-8B-UltraMedical
305,math500,NVIDIA-Nemotron-Nano-9B-v2
305,korbench,Llama-3.1-8B-Instruct
305,meld,Qwen2.5-Coder-7B-Instruct
305,finqa,Fin-R1
305,bbh,DeepSeek-R1-0528-Qwen3-8B
305,medqa,Qwen3-8B
306,mmlupro,gemma-2-9b-it
306,livecodebench,Llama-3.1-8B-UltraMedical
306,math500,DeepSeek-R1-0528-Qwen3-8B
306,bbh,NVIDIA-Nemotron-Nano-9B-v2
306,korbench,Llama-3.1-8B-Instruct
306,meld,Qwen2.5-Coder-7B-Instruct
306,finqa,Fin-R1
306,medqa,Qwen3-8B
307,mmlupro,Llama-3.1-8B-Instruct
307,korbench,Qwen2.5-Coder-7B-Instruct
307,livecodebench,Llama-3.1-8B-UltraMedical
307,math500,NVIDIA-Nemotron-Nano-9B-v2
307,meld,gemma-2-9b-it
307,bbh,DeepSeek-R1-0528-Qwen3-8B
307,finqa,Fin-R1
307,medqa,Qwen3-8B
308,mmlupro,gemma-2-9b-it
308,livecodebench,Llama-3.1-8B-UltraMedical
308,math500,DeepSeek-R1-0528-Qwen3-8B
308,bbh,NVIDIA-Nemotron-Nano-9B-v2
308,korbench,Llama-3.1-8B-Instruct
308,meld,Qwen2.5-Coder-7B-Instruct
308,finqa,Fin-R1
308,medqa,Qwen3-8B
309,mmlupro,Qwen2.5-Coder-7B-Instruct
309,livecodebench,Llama-3.1-8B-UltraMedical
309,meld,gemma-2-9b-it
309,math500,DeepSeek-R1-0528-Qwen3-8B
309,bbh,NVIDIA-Nemotron-Nano-9B-v2
309,korbench,Llama-3.1-8B-Instruct
309,finqa,Fin-R1
309,medqa,Qwen3-8B
310,mmlupro,Llama-3.1-8B-Instruct
310,medqa,NVIDIA-Nemotron-Nano-9B-v2
310,math500,Qwen3-8B
310,livecodebench,Llama-3.1-8B-UltraMedical
310,meld,gemma-2-9b-it
310,bbh,DeepSeek-R1-0528-Qwen3-8B
310,finqa,Fin-R1
310,korbench,Qwen2.5-Coder-7B-Instruct
311,mmlupro,Llama-3.1-8B-Instruct
311,medqa,Qwen3-8B
311,livecodebench,Llama-3.1-8B-UltraMedical
311,meld,gemma-2-9b-it
311,math500,DeepSeek-R1-0528-Qwen3-8B
311,bbh,NVIDIA-Nemotron-Nano-9B-v2
311,finqa,Fin-R1
311,korbench,Qwen2.5-Coder-7B-Instruct
312,livecodebench,Llama-3.1-8B-Instruct
312,mmlupro,Qwen2.5-Coder-7B-Instruct
312,meld,gemma-2-9b-it
312,math500,DeepSeek-R1-0528-Qwen3-8B
312,bbh,NVIDIA-Nemotron-Nano-9B-v2
312,finqa,Fin-R1
312,korbench,Llama-3.1-8B-UltraMedical
312,medqa,Qwen3-8B
313,mmlupro,gemma-2-9b-it
313,livecodebench,Llama-3.1-8B-UltraMedical
313,math500,DeepSeek-R1-0528-Qwen3-8B
313,bbh,NVIDIA-Nemotron-Nano-9B-v2
313,korbench,Llama-3.1-8B-Instruct
313,meld,Qwen2.5-Coder-7B-Instruct
313,finqa,Fin-R1
313,medqa,Qwen3-8B
314,medqa,NVIDIA-Nemotron-Nano-9B-v2
314,mmlupro,gemma-2-9b-it
314,math500,Qwen3-8B
314,livecodebench,Llama-3.1-8B-UltraMedical
314,korbench,Llama-3.1-8B-Instruct
314,meld,Qwen2.5-Coder-7B-Instruct
314,finqa,Fin-R1
314,bbh,DeepSeek-R1-0528-Qwen3-8B
315,mmlupro,Qwen2.5-Coder-7B-Instruct
315,livecodebench,Llama-3.1-8B-UltraMedical
315,meld,gemma-2-9b-it
315,math500,DeepSeek-R1-0528-Qwen3-8B
315,bbh,NVIDIA-Nemotron-Nano-9B-v2
315,korbench,Llama-3.1-8B-Instruct
315,finqa,Fin-R1
315,medqa,Qwen3-8B
316,mmlupro,Qwen2.5-Coder-7B-Instruct
316,livecodebench,Llama-3.1-8B-UltraMedical
316,math500,NVIDIA-Nemotron-Nano-9B-v2
316,meld,gemma-2-9b-it
316,korbench,Llama-3.1-8B-Instruct
316,bbh,DeepSeek-R1-0528-Qwen3-8B
316,finqa,Fin-R1
316,medqa,Qwen3-8B
317,mmlupro,Llama-3.1-8B-Instruct
317,korbench,Qwen2.5-Coder-7B-Instruct
317,livecodebench,Llama-3.1-8B-UltraMedical
317,math500,NVIDIA-Nemotron-Nano-9B-v2
317,meld,gemma-2-9b-it
